query,museum_id,museum_name,score,rel
Impressionist art,143,I.d.e.a. Museum,2.247435605,1
Impressionist art,166,Phoenix Art Museum,2.247380964,4
Impressionist art,801,Leepa-Rattner Museum of Art,2.246863967,2
Impressionist art,2386,Dennos Museum Center,2.246819237,2
Impressionist art,2771,Meridian Museum of Art,2.246654894,2
Impressionist art,764,Highlands Museum of the Arts,2.246325764,2
Impressionist art,965,Athens Institute for Contemporary Art,2.245925689,2
Impressionist art,2416,Grand Rapids Art Museum,2.24555178,4
Impressionist art,4156,Allentown Art Museum,2.245505171,3
Impressionist art,178,Shemer Art Center,2.245340504,2
Impressionist art,647,Bass Museum of Art,2.245156445,2
Impressionist art,5478,S. Dillon Ripley Center,2.244848419,2
Impressionist art,896,Ringling Museum of Art,2.244188806,4
Impressionist art,1906,Farnsworth Art Museum,2.243823382,2
Impressionist art,3002,Currier Museum of Art,2.243700838,3
Impressionist art,2340,Worcester Art Museum,2.243565542,3
Impressionist art,733,Foosaner Art Museum,2.242313697,2
Impressionist art,3928,Butler Institute of American Art,2.242167108,3
Impressionist art,4745,Chase Home Museum of Utah Folk Arts,2.241823842,2
Impressionist art,4054,Toledo Museum of Art,2.241245052,4
Impressionist art,3883,James Memorial Art Center,2.240917506,2
Impressionist art,4496,Greenville County Museum of Art,2.24069163,2
Impressionist art,4041,Richard Ross Museum of Art,2.239784143,2
Impressionist art,3672,Bechtler Museum of Modern Art,2.239554729,3
Impressionist art,4003,McDonough Museum of Art,2.23932472,2
Impressionist art,2859,Museum of Art and Archaeology,2.239237354,2
Impressionist art,2912,Tippet Rise Art Center,2.238641094,2
Impressionist art,3391,Frances Lehman Loeb Art Center,2.238590549,3
Impressionist art,3824,Reynolda House Museum of American Art,2.237489968,3
Impressionist art,1575,MacNider Art Museum,2.237000555,2
Impressionist art,3318,Binghamton University Art Museum,2.236403679,2
Impressionist art,5342,Museum of Wisconsin Art,2.236064279,2
Impressionist art,5298,Haggerty Museum of Art,2.23586103,2
Impressionist art,1705,Wichita Art Museum,2.234350632,3
Impressionist art,441,Aldrich Contemporary Art Museum,2.233741565,2
Impressionist art,5509,Atlanta Contemporary Art Center,2.232610661,2
Impressionist art,5103,Cascadia Art Museum,2.232458479,2
instruments from all around the world,160,Musical Instrument Museum,10.04322017,5
instruments from all around the world,2709,Schubert Club Museum of Musical Instruments,9.656051866,4
instruments from all around the world,590,Yale University Collection of Musical Instruments,9.463322824,4
instruments from all around the world,4581,National Music Museum,9.40812242,5
instruments from all around the world,5072,Virginia Musical Museum,9.068286728,3
instruments from all around the world,2530,Stearns Collection of Musical Instruments,8.871354275,5
instruments from all around the world,4076,American Banjo Museum,8.515543916,2
instruments from all around the world,1335,Ukrainian National Museum,8.395046392,2
instruments from all around the world,4195,DeBence Antique Music World,8.25719686,3
instruments from all around the world,2028,Goddard Visitor Center,7.614321769,1
instruments from all around the world,2135,Blue Hill Observatory & Science Center,7.612402769,1
instruments from all around the world,2511,University of Michigan School of Art & Design Galleries,7.564938718,1
instruments from all around the world,3946,Dittrick Medical History Center,7.387728587,1
instruments from all around the world,2337,Wistariahurst Museum,7.325837076,1
instruments from all around the world,3528,Niagara Science Museum,7.317593171,1
instruments from all around the world,4281,Martin Guitar Museum,7.248815897,3
instruments from all around the world,4675,Memphis Rock N' Soul Museum,6.98888279,2
instruments from all around the world,1126,Adler Planetarium,6.879644793,1
instruments from all around the world,1448,Louis J. Koch Family Children's Museum of Evansville,6.799045855,1
instruments from all around the world,2649,James J. Fiorentino Museum,6.771612894,1
instruments from all around the world,1747,International Bluegrass Music Museum,6.765662004,3
instruments from all around the world,4632,Creative Discovery Museum,6.660853377,1
instruments from all around the world,2106,William P. Didusch Center for Urologic History,6.616213067,1
instruments from all around the world,1754,Kentucky Museum,6.582957589,1
instruments from all around the world,148,Kitt Peak National Observatory,6.525127004,1
instruments from all around the world,261,Ozark Folk Center,6.517177992,1
instruments from all around the world,3800,North Carolina Maritime Museum,6.479755421,1
instruments from all around the world,3801,North Carolina Maritime Museum at Southport,6.479755421,1
instruments from all around the world,3802,North Carolina Maritime Museum on Roanoke Island,6.479755421,1
instruments from all around the world,1717,Bluegrass Heritage Museum,6.42772841,1
instruments from all around the world,5308,House on the Rock,6.427182279,1
instruments from all around the world,5086,William King Museum of Art,6.388272264,1
instruments from all around the world,2159,Concord Museum,6.385397416,1
instruments from all around the world,2797,University of Mississippi Museum,6.224274164,1
instruments from all around the world,2101,U.S. Naval Academy Museum,6.177601377,1
instruments from all around the world,4150,Woody Guthrie Center,6.125083583,3
instruments from all around the world,1843,Louisiana State Cotton Museum,6.099959745,1
instruments from all around the world,2538,Ukrainian American Archives and Museum of Detroit,6.079510213,2
instruments from all around the world,3208,Weston Museum,6.004030446,1
instruments from all around the world,805,Lightner Museum,5.882091799,1
instruments from all around the world,1929,Maine Discovery Museum,5.853738012,1
instruments from all around the world,1216,Heritage House Museum,5.809744111,1
instruments from all around the world,172,Rex Allen Arizona Cowboy Museum and Willcox Cowboy Hall of Fame,5.788432708,1
instruments from all around the world,4,Alabama Jazz Hall of Fame,5.764862061,1
instruments from all around the world,4549,Sigal Music Museum,5.688567458,4
instruments from all around the world,5019,Ralph Stanley Museum,5.648699708,2
instruments from all around the world,4135,Roger Miller Museum,5.635534351,2
instruments from all around the world,4166,Bayernhof Music Museum,5.600724902,2
instruments from all around the world,2182,French Cable Station Museum,5.549309616,1
instruments from all around the world,1224,Illinois State University College of Fine Arts Galleries,5.525284282,1
instruments from all around the world,798,Lake Worth Historical Museum,5.519750987,1
instruments from all around the world,4807,Farrar-Mansur House,5.473932638,1
instruments from all around the world,2316,Springfield Science Museum,5.302404833,1
instruments from all around the world,3151,Morris Museum,5.270343887,1
instruments from all around the world,2401,Flint Children's Museum,5.263423271,1
instruments from all around the world,4749,Daughters of Utah Pioneers Museum and Log Cabin,5.25579608,1
instruments from all around the world,1095,Onizuka Center for International Astronomy,5.17057027,1
instruments from all around the world,2368,Charles H. Wright Museum of African American History,5.148875015,1
instruments from all around the world,1087,Jaggar Museum,5.064704828,1
instruments from all around the world,2753,Delta Blues Museum,5.019404569,2
instruments from all around the world,4630,Country Music Hall of Fame and Museum,4.933782544,3
instruments from all around the world,5545,Cradle of Aviation Museum,4.887934676,1
instruments from all around the world,1601,Salisbury House,4.822522446,1
instruments from all around the world,2250,Memorial Hall Museum,4.806545083,1
instruments from all around the world,5298,Haggerty Museum of Art,4.806545083,1
instruments from all around the world,2708,St. Peter State Hospital Museum,4.778051037,1
instruments from all around the world,4158,American Treasure Tour,4.723318526,1
instruments from all around the world,2197,Harvard Museum of Natural History,4.70369285,1
instruments from all around the world,3284,Trinity site,4.628920948,1
instruments from all around the world,4137,Science Museum Oklahoma,4.558843183,1
instruments from all around the world,1987,Willowbrook Museum Village,4.49667098,1
instruments from all around the world,2619,Gallery of Wood Art,4.457659248,1
instruments from all around the world,2660,Landmark Center,4.447050214,1
instruments from all around the world,5459,National Museum of American History,4.388540871,2
instruments from all around the world,547,Peabody Museum of Natural History,4.316641408,1
instruments from all around the world,886,Phillip and Patricia Frost Museum of Science,4.021304329,1
instruments from all around the world,3820,Pope House Museum,4.0006709,1
instruments from all around the world,2287,Peabody Museum of Archaeology and Ethnology,3.983248789,1
instruments from all around the world,4806,Fairbanks Museum and Planetarium,3.924782887,1
instruments from all around the world,2575,The Bakken,3.91854705,1
instruments from all around the world,5166,SPARK Museum of Electrical Invention,3.868394288,1
instruments from all around the world,5656,"Museum of Fine Arts, Boston",3.865687824,1
instruments from all around the world,4880,Carter Family Fold,3.862215315,2
instruments from all around the world,4652,Great Smoky Mountains Heritage Center,3.742652789,1
instruments from all around the world,2066,National Museum of Health and Medicine,3.705144921,1
instruments from all around the world,654,Bok Tower Gardens,3.613799916,1
instruments from all around the world,1275,Money Museum,3.571290416,1
instruments from all around the world,1283,National Hellenic Museum,3.571290416,1
instruments from all around the world,3616,Tang Teaching Museum,3.488076658,1
instruments from all around the world,4957,Lee Hall Depot,3.47392906,1
instruments from all around the world,3978,Heritage Village Museum,3.327217054,1
instruments from all around the world,4800,Bread and Puppet Museum,3.310822572,1
instruments from all around the world,2781,Mississippi State University Galleries,3.294001441,1
instruments from all around the world,4305,National Civil War Museum,3.259930271,1
instruments from all around the world,5621,Stephen Foster Memorial Museum,3.187802038,1
instruments from all around the world,5042,Stabler-Leadbeater Apothecary Museum,3.089171413,1
instruments from all around the world,5222,Huntington Museum of Art,3.033294279,1
instruments from all around the world,4830,Shelburne Museum,2.89672838,1
instruments from all around the world,1738,Frazier History Museum,2.804820244,1
instruments from all around the world,981,Congregation Mickve Israel,2.796231804,1
instruments from all around the world,3725,Harvey B. Gantt Center,2.746472522,1
instruments from all around the world,4597,University of South Dakota Art Galleries,2.731362372,1
instruments from all around the world,5495,Lassen Volcanic National Park,2.707285648,1
instruments from all around the world,4808,Fleming Museum of Art,2.671619491,1
instruments from all around the world,2914,Ursuline Center Heritage Museum,2.549230586,1
instruments from all around the world,2701,Redwood County Museum,2.524703239,1
instruments from all around the world,416,ProRodeo Hall of Fame,2.37952203,1
instruments from all around the world,438,World Figure Skating Museum and Hall of Fame,2.358311739,1
instruments from all around the world,4654,Guinness World Records,2.353359316,1
instruments from all around the world,5538,World of Coca-Cola,2.336830814,1
instruments from all around the world,4246,Hershey's Chocolate World,2.318126367,1
instruments from all around the world,134,Fort Whipple Museum,2.30460522,1
instruments from all around the world,4203,Eldred World War II Museum,2.283032063,1
instruments from all around the world,1684,Museum of World Treasures,2.273050887,2
instruments from all around the world,1856,Nottoway Plantation,2.2575533,1
instruments from all around the world,5690,Pacific Science Center,2.252593455,1
instruments from all around the world,5032,Science Museum of Virginia,2.220357983,1
instruments from all around the world,115,Arizona Commemorative Air Force Museum,2.214635342,1
instruments from all around the world,776,IGFA Fishing Hall of Fame & Museum,2.210025694,1
instruments from all around the world,5281,Circus World Museum,2.208653566,1
instruments from all around the world,5077,Virginia War Museum,2.201903878,1
instruments from all around the world,4556,U.S. Army Chaplain Museum,2.111760188,1
instruments from all around the world,5710,National World War I Museum and Memorial,2.101374989,1
instruments from all around the world,1306,Pritzker Military Museum & Library,2.073571902,1
instruments from all around the world,1177,Draewell Gallery at Judson University,2.050635626,1
instruments from all around the world,2124,Battleship Cove,2.045301894,1
instruments from all around the world,4356,Speaker's House,2.043185202,1
instruments from all around the world,5145,Museum of Flight,2.025865103,1
instruments from all around the world,2180,Fort Warren,2.002997165,1
instruments from all around the world,4416,Fort Adams,1.99590029,1
instruments from all around the world,5542,Brookhaven National Laboratory Science Learning Center,1.979610476,1
instruments from all around the world,1197,Field Museum of Natural History,1.97525302,1
instruments from all around the world,1875,USS Kidd & Veterans Memorial,1.952806725,1
instruments from all around the world,5484,National Museum of the United States Navy,1.944010779,1
instruments from all around the world,955,World Golf Hall of Fame,1.928353715,1
instruments from all around the world,4908,Ferry Farm,1.921986479,1
instruments from all around the world,1280,Museum of Science and Industry,1.880689513,1
instruments from all around the world,5463,National Museum of Natural History,1.852815632,1
instruments from all around the world,75,Vulcan Statue and Vulcan Park,1.847486032,1
instruments from all around the world,5674,Bill & Melinda Gates Foundation Visitor Center,1.843175153,1
instruments from all around the world,4136,Sam Noble Oklahoma Museum of Natural History,1.84146899,1
instruments from all around the world,1319,Shedd Aquarium,1.804367833,1
instruments from all around the world,5483,United States Holocaust Memorial Museum,1.788018923,1
instruments from all around the world,4543,Ripley's Believe It or Not!,1.77725362,1
instruments from all around the world,1134,Art Institute of Chicago,1.727048119,1
instruments from all around the world,1723,Constitution Square Historic Site,1.724229805,1
instruments from all around the world,3504,National Baseball Hall of Fame and Museum,1.723950295,1
instruments from all around the world,897,Ripley's Believe It or Not! Museum,1.715462779,1
instruments from all around the world,5025,Ripley's Believe It or Not!,1.715462779,1
instruments from all around the world,1102,USS Missouri,1.681955602,1
instruments from all around the world,1652,Fort Riley Museums,1.659969337,1
instruments from all around the world,1864,Poverty Point State Historic Site,1.653146892,1
instruments from all around the world,5443,Library of Congress,1.647596365,1
instruments from all around the world,2472,Michigan State University Bug House,1.639127837,1
instruments from all around the world,4722,Vanderbilt University Galleries,1.633159326,1
instruments from all around the world,4486,Clemson University Galleries,1.626745082,1
instruments from all around the world,5641,Gallery 360 at Northeastern University,1.585208896,1
instruments from all around the world,3240,Ernie Pyle House/Library,1.547978055,1
instruments from all around the world,1479,Purdue University Galleries,1.518939438,1
instruments from all around the world,5055,University of Virginia Galleries,1.466290461,1
instruments from all around the world,3786,Museum of Anthropology at Wake Forest University,1.390138087,1
instruments from all around the world,5432,Georgetown University Art Galleries,1.339285246,1
instruments from all around the world,726,Florida Museum of Natural History,1.338195796,1
instruments from all around the world,1525,Bob Feller Museum,1.299731221,1
instruments from all around the world,3925,Bowling Green State University Fine Art Galleries,1.268999766,1
instruments from all around the world,3095,Ellis Island,1.155230832,1
instruments from all around the world,5636,Boston University Art Galleries,1.059917394,1
pop culture,3118,Hoboken Historical Museum,9.333374776,2
pop culture,1371,Carnegie Museum of Montgomery County,8.865780186,1
pop culture,3303,Albany Center Gallery,8.57510287,1
pop culture,3263,National Hispanic Cultural Center,8.443934968,3
pop culture,2718,Spam Museum,8.256479138,4
pop culture,4603,Alcatraz East,8.187905473,4
pop culture,1329,Star Worlds Arcade,8.094407781,3
pop culture,5605,Andy Warhol Museum,7.935235933,5
pop culture,1762,Louisville Slugger Museum & Factory,7.029891681,2
pop culture,2714,Somali Museum of Minnesota,6.870024289,1
pop culture,1462,Midwest Museum of American Art,6.502928712,2
pop culture,4737,Bountiful Davis Art Center,6.47141651,1
pop culture,5686,Museum of Museums,6.393956168,2
pop culture,3241,Explora,6.374883951,2
pop culture,1401,Great American Songbook Foundation,6.315589088,3
pop culture,2705,Rourke Art Museum,6.283644091,1
pop culture,705,Dunedin History Museum,6.120133738,2
pop culture,3216,Zimmerli Art Museum,6.099839703,2
pop culture,823,Mennello Museum of American Art,6.064863113,1
pop culture,648,Bienes Museum of the Modern Book,5.853315421,2
pop culture,3705,Curb Museum for Music and Motorsports,5.646058373,3
pop culture,1809,Baton Rouge Gallery,5.506378738,1
pop culture,2687,National Eagle Center,5.426766466,1
pop culture,2436,Impression 5 Science Center,5.362654617,1
pop culture,2802,Albrecht-Kemper Museum of Art,5.359067974,1
pop culture,78,Wiregrass Museum of Art,5.070795337,1
pop culture,3326,Buffalo AKG Art Museum,5.034025282,2
pop culture,4097,Fred Jones Jr. Museum of Art,4.96967897,1
pop culture,5416,American University Museum,4.951716497,1
pop culture,4586,Porter Sculpture Park,4.8882784,1
pop culture,3264,National Museum of Nuclear Science & History,4.798966459,1
pop culture,2471,Michigan Science Center,4.774677,1
pop culture,837,Mount Dora Center for the Arts,4.729584315,1
pop culture,5456,National Law Enforcement Museum,4.703796573,2
pop culture,3911,Akron Art Museum,4.461003578,1
pop culture,2778,Mississippi Musicians Hall of Fame,4.426501885,3
pop culture,2713,Sinclair Lewis Boyhood Home,4.402182764,1
pop culture,5459,National Museum of American History,4.302863127,3
pop culture,2411,Gerald R. Ford Presidential Museum,4.302322909,1
pop culture,1521,American Gothic House,4.266715337,1
pop culture,1290,Newberry Library,4.192429492,1
pop culture,2867,Ralph Foster Museum,4.157239134,1
pop culture,5480,Smithsonian American Art Museum,3.818633818,2
pop culture,2978,Sheldon Museum of Art,3.756251614,1
pop culture,3560,Robert Green Ingersoll Birthplace Museum,3.754491564,1
pop culture,844,Museum of Contemporary Art Jacksonville,3.747031097,1
pop culture,5464,National Museum of Women in the Arts,3.712283324,1
pop culture,1683,"Museum of Deaf History, Arts and Culture",3.690182328,1
pop culture,3982,Hopewell Culture National Historical Park,3.626399455,1
pop culture,2752,Center for the Study of Southern Culture (Gammill Gallery),3.623389377,1
pop culture,924,Stephen Foster Folk Culture Center State Park,3.615027948,1
pop culture,5285,Copper Culture State Park,3.582446446,1
pop culture,382,Kirkland Museum of Fine & Decorative Art,3.568871804,1
pop culture,4046,Serpent Mound,3.556694528,1
pop culture,291,Crocker Art Museum,3.52864263,1
pop culture,4755,Fremont Indian State Park and Museum,3.517254591,1
pop culture,2800,Winterville Mounds and Museum,3.384763474,1
pop culture,5711,Negro Leagues Baseball Museum,3.38350902,3
pop culture,743,Fort Walton Beach Heritage Park & Cultural Center,3.322622474,1
pop culture,361,Denver Art Museum,3.254239324,2
pop culture,5617,Pittsburgh Center for the Arts,3.23593496,2
pop culture,2509,Richard and Jane Manoogian Mackinac Art Museum,3.224280022,1
pop culture,2715,SMSU Art Museum,3.224216095,1
pop culture,2716,SMSU Museum of Indigenous Americans,3.224216095,1
pop culture,2717,SMSU Natural History Museum,3.224216095,1
pop culture,1738,Frazier History Museum,3.223018215,2
pop culture,4140,Spiro Mounds,3.192949752,1
pop culture,1800,Wickliffe Mounds,3.179407957,1
pop culture,1134,Art Institute of Chicago,3.154750206,2
pop culture,3275,Poeh Museum,3.151139103,1
pop culture,3925,Bowling Green State University Fine Art Galleries,3.120725991,1
pop culture,5712,Nelson-Atkins Museum of Art,3.110331248,2
pop culture,2671,Minneapolis College of Art and Design Galleries,2.998583885,1
pop culture,990,Etowah Indian Mounds,2.996774476,1
pop culture,53,Moundville Archaeological Park,2.961395578,1
pop culture,104,Yupiit Piciryarait Cultural Center,2.958379854,1
pop culture,1434,Indianapolis Museum of Art,2.94543233,2
pop culture,3177,Princeton University Art Museum,2.917904591,1
pop culture,3725,Harvey B. Gantt Center,2.916052702,1
pop culture,5457,National Museum of African American History and Culture,2.912611559,3
pop culture,262,Parkin Archeological State Park,2.797018281,1
pop culture,5460,National Museum of the American Indian,2.766078769,3
pop culture,1864,Poverty Point State Historic Site,2.749569975,1
pop culture,2430,The Henry Ford,2.663505755,2
pop culture,3447,Jay Heritage Center,2.662769824,1
pop culture,5646,"Institute of Contemporary Art, Boston",2.498379458,2
pop culture,1280,Museum of Science and Industry,2.371159988,2
pop culture,4209,Everhart Museum,2.364913245,1
pop culture,2952,Joslyn Art Museum,2.355181588,1
pop culture,1150,Cahokia Mounds State Historic Site,2.291855975,1
pop culture,5435,Hirshhorn Museum and Sculpture Garden,2.008620679,2
pop culture,3230,Chaco Culture National Historical Park,1.952910855,1
pop culture,606,Fort Delaware,1.927965725,1
pop culture,2388,Detroit Institute of Arts,1.809007233,2
pop culture,4894,Colonial Williamsburg,1.734807181,1
pop culture,4650,Graceland,1.62740526,4
pop culture,390,Mesa Verde National Park,1.562890743,1
pop culture,5616,Nationality Rooms,1.397766123,1
pop culture,1326,Southern Illinois University Edwardsville ADW Gallery,1.138468152,1
museums are located on the university campuses,2419,Grand Valley State University Art Galleries,7.897638794,5
museums are located on the university campuses,2943,Genoa U.S. Indian School Museum,6.962642497,1
museums are located on the university campuses,2511,University of Michigan School of Art & Design Galleries,6.50338233,5
museums are located on the university campuses,1479,Purdue University Galleries,6.294610037,5
museums are located on the university campuses,1003,Georgia Southern University Center for Art and Theatre,6.134037858,5
museums are located on the university campuses,2472,Michigan State University Bug House,5.713064749,5
museums are located on the university campuses,953,Wolfsonian-FIU,5.39892965,3
museums are located on the university campuses,1670,Kansas State University Historic Costume and Textile Museum,5.285707584,5
museums are located on the university campuses,1671,Kansas State University Insect Zoo,5.285707584,5
museums are located on the university campuses,45,Jule Collins Smith Museum of Fine Art,5.129192813,5
museums are located on the university campuses,1997,Art Gallery at the University of Maryland,5.039881518,5
museums are located on the university campuses,618,University Gallery,4.999007056,5
museums are located on the university campuses,940,University of South Florida Contemporary Art Museum,4.91657625,5
museums are located on the university campuses,2530,Stearns Collection of Musical Instruments,4.759283263,4
museums are located on the university campuses,4914,Fralin Museum of Art,4.644818013,5
museums are located on the university campuses,429,University of Colorado Museum of Natural History,4.61998651,5
museums are located on the university campuses,1001,Georgia Radio Museum and Hall of Fame,4.482791937,3
museums are located on the university campuses,2904,Montana Museum of Art & Culture,4.272552187,5
museums are located on the university campuses,2247,McMullen Museum of Art,4.239809676,5
museums are located on the university campuses,220,Crystal Bridges Museum of American Art,4.239136226,1
museums are located on the university campuses,4722,Vanderbilt University Galleries,4.21415461,5
museums are located on the university campuses,2725,Tweed Museum of Art,4.211927381,4
museums are located on the university campuses,2797,University of Mississippi Museum,4.19048848,5
museums are located on the university campuses,1615,University of Iowa Stanley Museum of Art,4.153370209,5
museums are located on the university campuses,904,Samuel P. Harn Museum of Art,4.116421123,5
museums are located on the university campuses,5055,University of Virginia Galleries,4.071361402,5
museums are located on the university campuses,371,Fiske Planetarium,4.062758835,5
museums are located on the university campuses,3786,Museum of Anthropology at Wake Forest University,3.976736277,4
museums are located on the university campuses,1874,Tangipahoa African American Heritage Museum,3.972760266,2
museums are located on the university campuses,5636,Boston University Art Galleries,3.943207019,5
museums are located on the university campuses,4738,Brigham Young University Museum of Art,3.918935448,5
museums are located on the university campuses,2197,Harvard Museum of Natural History,3.891641822,5
museums are located on the university campuses,2567,American Museum of Asmat Art,3.869586578,2
museums are located on the university campuses,999,Georgia Museum of Art,3.810870055,5
museums are located on the university campuses,2495,Pewabic Pottery,3.79738498,3
museums are located on the university campuses,4581,National Music Museum,3.748508825,5
museums are located on the university campuses,3946,Dittrick Medical History Center,3.726872331,3
museums are located on the university campuses,589,Yale University Art Gallery,3.72369784,5
museums are located on the university campuses,3285,University of New Mexico Art Museum,3.690472315,5
museums are located on the university campuses,1328,Spurlock Museum,3.678461193,5
museums are located on the university campuses,1117,Idaho Museum of Natural History,3.641839683,5
museums are located on the university campuses,4767,Nora Eccles Harrison Museum of Art,3.639596456,5
museums are located on the university campuses,36,Gorgas House,3.61818624,5
museums are located on the university campuses,3391,Frances Lehman Loeb Art Center,3.604556326,5
museums are located on the university campuses,5608,Center for PostNatural History,3.584847336,2
museums are located on the university campuses,4607,Art Museum of the University of Memphis,3.57124015,5
museums are located on the university campuses,382,Kirkland Museum of Fine & Decorative Art,3.554346771,1
museums are located on the university campuses,2539,University of Michigan Museum of Art,3.549710539,5
museums are located on the university campuses,414,Plains Conservation Center,3.535525399,1
museums are located on the university campuses,1645,Emporia State University Galleries,3.513768258,5
museums are located on the university campuses,1323,Sousa Archives and Center for American Music,3.489014833,5
museums are located on the university campuses,254,Mosaic Templars Cultural Center,3.487177419,1
museums are located on the university campuses,1666,Kansas Museum of History,3.487083877,1
museums are located on the university campuses,2540,University of Michigan Museum of Natural History,3.442718371,5
museums are located on the university campuses,2340,Worcester Art Museum,3.442359682,1
museums are located on the university campuses,4097,Fred Jones Jr. Museum of Art,3.437112422,5
museums are located on the university campuses,3586,Sciencenter,3.429680805,1
museums are located on the university campuses,3895,North Dakota Museum of Art,3.428658737,5
museums are located on the university campuses,60,Paul W. Bryant Museum,3.425377609,5
museums are located on the university campuses,4106,Mabee-Gerrer Museum of Art,3.366876986,1
museums are located on the university campuses,527,Mystic Seaport,3.344877428,1
museums are located on the university campuses,4136,Sam Noble Oklahoma Museum of Natural History,3.343773861,5
museums are located on the university campuses,5531,Michael C. Carlos Museum,3.321721905,5
museums are located on the university campuses,4080,Cherokee Strip Regional Heritage Center,3.282332579,1
museums are located on the university campuses,190,Tucson Gay Museum,3.274101039,1
museums are located on the university campuses,1072,Valdosta State University Fine Arts Gallery,3.271602329,5
museums are located on the university campuses,1084,Honolulu Museum of Art,3.257456668,2
museums are located on the university campuses,4766,Natural History Museum of Utah,3.204415138,5
museums are located on the university campuses,4009,National Afro-American Museum and Cultural Center,3.19693252,1
museums are located on the university campuses,3177,Princeton University Art Museum,3.160474416,5
museums are located on the university campuses,1113,Hagerman Fossil Beds National Monument,3.158384148,1
museums are located on the university campuses,1266,Mary and Leigh Block Museum of Art,3.1396523,5
museums are located on the university campuses,588,Yale Center for British Art,3.127908099,5
museums are located on the university campuses,2111,Addison Gallery of American Art,3.108446805,5
museums are located on the university campuses,5306,History Museum at the Castle,3.072399758,1
museums are located on the university campuses,1979,University of Maine Museum of Art,3.055513677,5
museums are located on the university campuses,2918,Wright Zoological Museum,3.055367331,3
museums are located on the university campuses,1850,Meadows Museum of Art,3.055181468,5
museums are located on the university campuses,884,Pensacola Museum of Art,3.030817293,3
museums are located on the university campuses,727,Florida Museum of Photographic Arts,2.992375285,3
museums are located on the university campuses,4116,National Wrestling Hall of Fame and Museum,2.978470877,1
museums are located on the university campuses,5447,Museum of the Bible,2.969855335,1
museums are located on the university campuses,2184,Fruitlands Museum,2.928775667,1
museums are located on the university campuses,3650,Yager Museum of Art & Culture,2.928122764,3
museums are located on the university campuses,1322,Smart Museum of Art,2.911149345,5
museums are located on the university campuses,1652,Fort Riley Museums,2.909218722,1
museums are located on the university campuses,2462,Marshall M. Fredericks Sculpture Museum,2.909085949,5
museums are located on the university campuses,1395,Fort Wayne Museum of Art,2.906743129,3
museums are located on the university campuses,4,Alabama Jazz Hall of Fame,2.904274181,2
museums are located on the university campuses,449,Barnum Museum,2.892184959,1
museums are located on the university campuses,2388,Detroit Institute of Arts,2.883009468,1
museums are located on the university campuses,1197,Field Museum of Natural History,2.879026261,1
museums are located on the university campuses,3265,National Scouting Museum,2.857266265,1
museums are located on the university campuses,3257,Maxwell Museum of Anthropology,2.832446211,5
museums are located on the university campuses,2978,Sheldon Museum of Art,2.830686823,5
museums are located on the university campuses,2985,University of Nebraska State Museum,2.829973949,5
museums are located on the university campuses,3804,North Carolina Museum of History,2.829677755,1
museums are located on the university campuses,123,Center for Creative Photography,2.816695521,5
museums are located on the university campuses,2007,"Center for Art, Design and Visual Culture",2.811574167,5
museums are located on the university campuses,2523,Sindecuse Museum of Dentistry,2.808777656,3
museums are located on the university campuses,1791,University of Kentucky Art Museum,2.791192086,5
museums are located on the university campuses,195,University of Arizona Museum of Art,2.763097867,5
museums are located on the university campuses,3487,Memorial Art Gallery,2.761049441,5
museums are located on the university campuses,1000,Georgia Museum of Natural History,2.759995209,5
museums are located on the university campuses,1483,Ray Bradbury Center,2.758622994,3
museums are located on the university campuses,3269,New Mexico Museum of Art,2.75674879,2
museums are located on the university campuses,2577,Bell Museum of Natural History,2.746077425,5
museums are located on the university campuses,2715,SMSU Art Museum,2.739961908,5
museums are located on the university campuses,2716,SMSU Museum of Indigenous Americans,2.739961908,5
museums are located on the university campuses,2717,SMSU Natural History Museum,2.739961908,5
museums are located on the university campuses,4786,Utah Museum of Fine Arts,2.739936987,5
museums are located on the university campuses,3076,Brick Academy,2.738866798,1
museums are located on the university campuses,1547,Figge Art Museum,2.735613983,2
museums are located on the university campuses,2260,Museum of Bad Art,2.735399389,3
museums are located on the university campuses,2314,Smith College Museum of Art,2.730152091,3
museums are located on the university campuses,1790,Thomas Merton Center,2.718938532,2
museums are located on the university campuses,2304,Rose Art Museum,2.711681434,5
museums are located on the university campuses,3270,New Mexico Museum of Natural History and Science,2.697412266,5
museums are located on the university campuses,3246,Georgia O'Keeffe Museum,2.697377365,2
museums are located on the university campuses,3794,Nasher Museum of Art,2.692167067,5
museums are located on the university campuses,619,"Winterthur Museum, Garden and Library",2.678855765,2
museums are located on the university campuses,1420,Indiana Dinosaur Museum,2.669376452,3
museums are located on the university campuses,1733,Farmington Historic Home,2.646491407,1
museums are located on the university campuses,3318,Binghamton University Art Museum,2.644189271,5
museums are located on the university campuses,4551,South Carolina Confederate Relic Room & Military Museum,2.622729724,1
museums are located on the university campuses,3343,Castellani Art Museum,2.61900319,5
museums are located on the university campuses,1382,David Owsley Museum of Art,2.618703009,5
museums are located on the university campuses,1587,Old Capitol Museum,2.612723436,4
museums are located on the university campuses,4488,Columbia Museum of Art,2.611791834,2
museums are located on the university campuses,1248,Krannert Art Museum,2.594441674,5
museums are located on the university campuses,1424,Indiana Medical History Museum,2.577956642,3
museums are located on the university campuses,4072,Youngstown State University Mineral Museum,2.570870847,4
museums are located on the university campuses,841,Museum of Art Fort Lauderdale,2.546271148,3
